ParticipantID,TrialID,Label,Device,Time,AccelerationX,AccelerationY,AccelerationZ,RotationRateX,RotationRateY,RotationRateZ,MagneticFieldX,MagneticFieldY,MagneticFieldZ
2,1,hand right,Both,2023/04/1515:08:48.858,0.003203397616744,-0.0074933171272277,-0.0160862803459167,-0.0407277643680573,0.114425756037235,0.0256894379854202,-18.7124176025391,-16.0021514892578,-38.7783660888672
2,1,hand right,Both,2023/04/1515:08:48.898,0.0120239853858948,-0.0256231725215912,0.0136815905570984,0.0263220407068729,-0.140645399689674,0.0025184033438563,-18.7552642822266,-16.3594551086426,-38.3256530761719
2,1,hand right,Both,2023/04/1515:08:48.938,-0.0106510892510414,-0.0183243751525879,-0.0161265134811401,0.0460254810750485,-0.0514681413769722,-0.0564387179911137,-18.9030456542969,-16.5575141906738,-38.1880493164063
2,1,hand right,Both,2023/04/1515:08:48.978,-0.0359602086246014,-0.0146004259586334,-0.014565110206604,-0.214517027139664,0.176577880978584,-0.0892547965049744,-18.3932647705078,-16.7820091247559,-38.100799560546896
2,1,hand right,Both,2023/04/1515:08:49.018,-0.096342071890831,-0.0254775434732437,-0.0812700390815735,0.0980859622359276,-0.0578576996922493,-0.196007043123245,-18.2826843261719,-17.1411972045898,-37.9286499023438
2,1,hand right,Both,2023/04/1515:08:49.058,-0.176258459687233,-0.0787366032600403,-0.0163460373878479,-0.0028315230738371,0.160456746816635,-0.389507383108139,-17.9017333984375,-17.2795944213867,-37.6908874511719
2,1,hand right,Both,2023/04/1515:08:49.098,-0.356312185525894,-0.11117422580719,-0.12189906835556,0.0232585035264492,0.253015249967575,-0.718625128269196,-16.8413543701172,-17.6897220611572,-37.2453002929688
2,1,hand right,Both,2023/04/1515:08:49.138,-0.419589698314667,-0.127083078026772,-0.0647944211959839,0.0733339190483093,0.14801986515522,-1.33232975006104,-14.7182312011719,-18.0853214263916,-37.2590484619141
2,1,hand right,Both,2023/04/1515:08:49.178,-0.58194637298584,-0.109261646866798,-0.187891006469727,0.436127752065659,-0.325743943452835,-2.13860774040222,-12.7081298828125,-17.6057872772217,-37.2570190429688
2,1,hand right,Both,2023/04/1515:08:49.218,-0.501134097576141,-0.0204237848520279,-0.0713121891021729,0.375520765781403,0.0373810604214668,-2.61129808425903,-11.1658935546875,-17.0496730804443,-38.8979797363281
2,1,hand right,Both,2023/04/1515:08:49.258,-0.732850313186646,0.0237378180027008,-0.236446797847748,0.55234831571579,-0.407516926527023,-3.50724387168884,-13.0671691894531,-17.5573253631592,-41.7123260498047
2,1,hand right,Both,2023/04/1515:08:49.298,-0.537306547164917,0.229021161794662,-0.153364896774292,0.696273744106293,-0.457575291395187,-3.9242918491363503,-17.7909698486328,-22.345085144043,-40.37548828125
2,1,hand right,Both,2023/04/1515:08:49.338,-0.76093202829361,0.2832390666008,-0.286860466003418,1.1566025018692,-0.890433430671692,-4.56900930404663,-17.0487365722656,-27.427806854248,-31.4449615478516
2,1,hand right,Both,2023/04/1515:08:49.378,-0.428805321455002,0.502547144889832,-0.097917914390564,1.2121444940567,-0.654302537441254,-4.8127236366272,-8.22357177734375,-27.9596252441406,-26.71630859375
2,1,hand right,Both,2023/04/1515:08:49.418,-0.568083345890045,0.56709486246109,-0.165964841842651,1.15259885787964,-0.704579651355743,-4.88087177276611,-1.56101989746094,-27.8688163757324,-29.6150817871094
2,1,hand right,Both,2023/04/1515:08:49.458,-0.169230550527573,0.658734261989594,-0.0638397932052612,1.15064287185669,-1.13309264183044,-4.86214923858643,2.80311584472656,-29.0058860778809,-31.8606414794922
2,1,hand right,Both,2023/04/1515:08:49.498,-0.40869140625,0.584917008876801,-0.177091300487518,1.64525663852692,-1.41795122623444,-4.58856964111328,5.273117065429689,-30.9246978759766,-31.9793243408203
2,1,hand right,Both,2023/04/1515:08:49.538,-0.0891934931278229,0.668549060821533,0.0505823493003845,0.805769443511963,-1.58129060268402,-4.43810558319092,7.582351684570311,-32.026741027832,-32.0322113037109
2,1,hand right,Both,2023/04/1515:08:49.578,-0.205387771129608,0.597644329071045,-0.0827484726905823,0.276979058980942,-1.07872915267944,-4.09017992019653,10.9488220214844,-32.0948104858398,-32.2732086181641
2,1,hand right,Both,2023/04/1515:08:49.618,0.0814282298088074,0.64383202791214,-0.037857711315155,0.394317328929901,-1.06120252609253,-3.88400149345398,14.5527954101563,-30.8996429443359,-32.3663330078125
2,1,hand right,Both,2023/04/1515:08:49.658,0.278940737247467,0.610215127468109,0.0163745284080505,0.385725259780884,-1.25557112693787,-2.99981307983398,17.1368865966797,-29.2860946655273,-32.57177734375
2,1,hand right,Both,2023/04/1515:08:49.698,0.339458972215652,0.577908515930176,1.07288360595703e-06,-0.194726034998894,-0.957441926002502,-2.46238493919373,18.8526153564453,-27.7956848144531,-33.2089233398438
2,1,hand right,Both,2023/04/1515:08:49.738,0.448285043239594,0.442243695259094,-0.118806421756744,-0.144221752882004,-0.571533024311066,-1.64011168479919,19.9950866699219,-26.1075897216797,-33.9741363525391
2,1,hand right,Both,2023/04/1515:08:49.778,0.320620119571686,0.31019601225853,-0.0044975876808166,0.189983859658241,-0.914724826812744,-1.35350584983826,21.05712890625,-24.708345413208,-34.5664978027344
2,1,hand right,Both,2023/04/1515:08:49.818,0.354398787021637,0.265614807605743,-0.0266880989074707,-0.451683074235916,-0.36532473564148,-0.791099011898041,20.9557800292969,-23.7985935211182,-35.2492065429688
2,1,hand right,Both,2023/04/1515:08:49.858,0.157701656222343,0.170852422714233,-0.0927941203117371,-0.398819893598557,0.287183940410614,-0.066275104880333,21.5232849121094,-22.753978729248,-35.6153259277344
2,1,hand right,Both,2023/04/1515:08:49.898,0.107469916343689,0.0954267829656601,-0.0929281115531921,0.121192917227745,-0.556145787239075,-0.369926184415817,21.5058288574219,-21.9239978790283,-35.8042297363281
2,1,hand right,Both,2023/04/1515:08:49.938,0.0751542448997498,0.0550199300050736,0.0095059871673584,0.0675885453820229,0.167676076292992,0.0308279059827328,21.0396423339844,-22.4304656982422,-36.1104431152344
2,1,hand right,Both,2023/04/1515:08:49.978,0.0167297869920731,0.004967913031578,0.0454831123352051,-0.251415997743607,0.0273672640323639,0.10160518437624,21.6290130615234,-22.1907577514648,-36.4141845703125
2,1,hand right,Both,2023/04/1515:08:50.018,-0.0048368424177169,0.0274659097194672,-0.088222861289978,-0.0243118330836296,0.0838492214679718,-0.0110812978819013,21.2010192871094,-22.0713272094727,-36.120361328125
2,1,hand right,Both,2023/04/1515:08:50.058,0.065771147608757,-0.0080731362104415,0.0142175555229187,0.173124596476555,0.006212854757905,0.337860494852066,20.9921417236328,-22.5077590942383,-36.3777313232422
2,1,hand right,Both,2023/04/1515:08:50.098,-0.0510644763708115,-0.0176308155059814,-0.0027701258659362,0.127975538372993,0.0808484554290772,0.149987995624542,20.994384765625,-22.680362701416,-35.7373046875
2,1,hand right,Both,2023/04/1515:08:50.138,-0.0161020457744598,-0.0576739311218262,0.00519859790802,0.017747400328517,-0.24258890748024,0.0587499439716339,20.8994445800781,-22.7558727264404,-35.8489990234375
2,1,hand right,Both,2023/04/1515:08:50.178,-0.0665557086467743,-0.0312303900718689,-0.0183192491531372,-0.0691882967948914,0.233625829219818,0.0194182489067316,20.630615234375,-22.7311401367188,-35.8287200927734
2,1,hand right,Both,2023/04/1515:08:50.218,-0.0698350667953491,-0.0424877256155014,-0.0312218070030212,-0.0525408089160919,0.0854348689317703,-0.119214162230492,20.8307342529297,-22.3840942382813,-36.3036346435547
2,1,hand right,Both,2023/04/1515:08:50.258,-0.0153716951608658,-0.0144858807325363,-0.0063194632530212,0.0490250140428543,0.308682709932327,-0.081581249833107,21.2530059814453,-22.5165939331055,-36.2179412841797
2,1,hand right,Both,2023/04/1515:08:50.298,0.0158346444368362,-0.023093119263649,0.041252076625824,0.105982556939125,-0.0703309029340744,-0.0895919874310494,21.7032623291016,-22.4362869262695,-35.5610046386719
2,1,hand right,Both,2023/04/1515:08:50.338,-4.56571578979492e-05,-0.0199339836835861,0.026381254196167,0.0584084503352642,-0.0401690490543842,-0.0872173681855202,21.4270477294922,-22.6051597595215,-35.4983825683594
2,1,hand right,Both,2023/04/1515:08:50.378,-0.0313641130924225,-0.0137412846088409,0.019166111946106,-0.0804771259427071,0.0101005770266056,-0.000424226745963,21.8531036376953,-22.7206001281738,-35.8106231689453
2,1,hand right,Both,2023/04/1515:08:50.418,-0.0498354285955429,-0.0007576942443847,-0.0339928865432739,-0.0017273338744416,0.134637653827667,-0.175038561224937,21.7486572265625,-22.5136985778809,-35.0367126464844
2,1,hand right,Both,2023/04/1515:08:50.458,0.0807698965072632,0.0234815627336502,0.0276774764060974,0.178472056984901,-0.144336625933647,-0.0714181214570999,21.9441223144531,-22.566047668457,-35.5148468017578
2,1,hand right,Both,2023/04/1515:08:50.498,0.0299716591835022,0.0239793509244919,0.0443398952484131,0.0598408058285713,0.0530162304639816,0.0195911899209023,21.8455657958984,-22.5582008361816,-35.1616058349609
2,1,hand right,Both,2023/04/1515:08:50.538,-0.0249422192573547,-0.0144564807415009,0.047962486743927,-0.0407926104962826,-0.137557029724121,0.0036757746711373,21.7734069824219,-22.9807395935059,-35.0520629882813
2,1,hand right,Both,2023/04/1515:08:50.578,-0.0233694612979889,0.0176785886287689,0.0167514085769653,-0.158291399478912,0.144722118973732,-0.190077275037766,21.5636749267578,-22.6932258605957,-35.4518737792969
2,1,hand right,Both,2023/04/1515:08:50.618,0.141503050923347,0.0430892705917358,0.0132063627243042,-0.165377795696259,-0.0348228737711906,0.0116688990965486,21.7746276855469,-22.3333263397217,-35.5826721191406
2,1,hand right,Both,2023/04/1515:08:50.658,0.0667945295572281,-0.0074499249458313,-0.0737740993499756,0.12209739536047,-0.172677159309387,0.457364618778229,21.4684448242188,-22.2445068359375,-35.8209686279297
2,1,hand right,Both,2023/04/1515:08:50.698,-0.126058906316757,-0.0736754387617111,-0.0383584499359131,0.238539680838585,-0.122418954968452,0.0127072455361485,20.9968109130859,-22.8791694641113,-35.2465057373047
2,1,hand right,Both,2023/04/1515:08:50.738,-0.0356562733650208,-0.0315407514572144,-0.0077154636383056,-0.0506530813872814,0.283133774995804,-0.0237103961408138,21.0980529785156,-23.1105346679688,-35.4698028564453
2,1,hand right,Both,2023/04/1515:08:50.778,-0.010061576962471,0.0288943350315094,0.0424782037734985,0.0126233249902725,0.156720489263535,-0.228507697582245,21.6634063720703,-23.0221977233887,-35.2384185791016
2,1,hand right,Both,2023/04/1515:08:50.818,0.0648093968629837,0.0266794860363007,0.0384482145309448,0.0231546759605408,-0.0158357843756676,-0.0979558825492859,21.8458557128906,-22.9514408111572,-35.2163543701172
2,1,hand right,Both,2023/04/1515:08:50.858,0.0040095448493957,0.0038387477397918,0.0652084350585938,-0.14465069770813,0.0854488238692284,0.110133588314056,21.8108215332031,-22.8336353302002,-34.9871368408203
2,2,hand right,Both,2023/04/1515:08:57.578,-0.0312504023313522,-0.0113918036222458,0.0183337926864624,-0.0424331463873386,0.0321804992854595,-0.0110430307686329,-21.8663024902344,-12.8805599212646,-39.964599609375
2,2,hand right,Both,2023/04/1515:08:57.618,-0.0045303553342819,-0.0117605328559875,0.0172245502471924,-0.141022309660912,0.0662290081381798,-0.0189448967576027,-21.7916717529297,-12.5551519393921,-39.7096405029297
2,2,hand right,Both,2023/04/1515:08:57.658,-0.0577246397733688,-0.0288812220096588,-0.0346125364303589,-0.165595293045044,0.138247266411781,-0.0458460189402103,-21.4527282714844,-12.523886680603,-39.9741516113281
2,2,hand right,Both,2023/04/1515:08:57.698,-0.1213418841362,-0.0635254383087158,-0.030134916305542,0.114523567259312,0.0972228199243546,-0.221745863556862,-21.1056060791016,-12.6017169952393,-40.2719421386719
2,2,hand right,Both,2023/04/1515:08:57.738,-0.172385036945343,-0.102747023105621,0.0170792937278748,-0.09983991086483,0.0061310124583542,-0.535987615585327,-21.0493621826172,-12.7938499450684,-40.3738250732422
2,2,hand right,Both,2023/04/1515:08:57.778,-0.25828355550766,-0.0930777043104172,-0.0477439165115356,-0.159917384386063,0.181556642055511,-0.918202877044678,-20.4721527099609,-13.4404649734497,-40.3563690185547
2,2,hand right,Both,2023/04/1515:08:57.818,-0.362501710653305,-0.093893438577652,-0.127360641956329,-0.0210069641470909,0.159005165100098,-1.33549976348877,-19.9522705078125,-13.1263265609741,-41.4033355712891
2,2,hand right,Both,2023/04/1515:08:57.858,-0.44669035077095,-0.11639441549778,-0.0220211148262024,0.197662979364395,0.303193658590317,-1.902219414711,-19.9583892822266,-14.0689125061035,-41.6543273925781
2,2,hand right,Both,2023/04/1515:08:57.898,-0.509135782718658,-0.0786721110343933,-0.028230607509613,0.0575918592512608,0.293857306241989,-2.53319382667542,-20.510986328125,-16.0436344146729,-41.7764587402344
2,2,hand right,Both,2023/04/1515:08:57.938,-0.554561913013458,0.02115298807621,-0.012677788734436,0.0318545587360859,0.237100005149841,-3.1754138469696,-21.42919921875,-20.1309947967529,-40.9848175048828
2,2,hand right,Both,2023/04/1515:08:57.978,-0.554009675979614,0.132817834615707,-0.131759524345398,0.0371540300548077,0.148110195994377,-3.91954946517944,-20.0843963623047,-25.1109828948975,-35.9554595947266
2,2,hand right,Both,2023/04/1515:08:58.018,-0.463233232498169,0.251201570034027,-0.120932042598724,0.356996536254883,0.131979793310165,-4.06245088577271,-13.2775268554688,-27.2085609436035,-30.518310546875
2,2,hand right,Both,2023/04/1515:08:58.058,-0.457940518856049,0.308337092399597,-0.108681976795197,0.789900958538055,-0.185729637742043,-4.29842376708984,-5.461257934570311,-26.1667594909668,-30.9598693847656
2,2,hand right,Both,2023/04/1515:08:58.098,-0.32558399438858,0.385892480611801,-0.0159837007522583,0.937140464782715,-0.59896993637085,-4.52095079421997,-1.259033203125,-25.3797645568848,-33.499267578125
2,2,hand right,Both,2023/04/1515:08:58.138,-0.345666199922562,0.457645177841187,-0.0235412120819092,0.929285705089569,-0.618807554244995,-4.3393635749816895,0.9720458984375,-26.1702194213867,-35.6083221435547
2,2,hand right,Both,2023/04/1515:08:58.178,-0.116767808794975,0.460694968700409,0.0655714273452759,0.680612921714783,-0.176600396633148,-4.17516803741455,3.86940002441406,-27.494384765625,-35.7732238769531
2,2,hand right,Both,2023/04/1515:08:58.218,-0.165548950433731,0.447292029857636,0.0513004064559937,0.798483550548554,-0.70337975025177,-4.04701805114746,7.12026977539063,-28.1630001068115,-36.3821716308594
2,2,hand right,Both,2023/04/1515:08:58.258,0.0473518967628479,0.52239727973938,-0.0240230560302734,0.19076307117939,-1.07077515125275,-3.80288743972778,9.91714477539063,-28.2558708190918,-36.3906860351563
2,2,hand right,Both,2023/04/1515:08:58.298,0.0150853246450424,0.47108793258667,-0.143389165401459,0.413005590438843,-0.177519932389259,-3.09431171417236,12.6436920166016,-27.2742195129395,-36.1423187255859
